"L2","L3","L4","L4 KV:GADM4","Lon","Lat"
,"Tutuluro","Socemera",17693,125.69278,-8.9824
,"Uabubo","Daesi",17702,126.43452,-8.7319
,"Uabubo","Dalirisi",17701,126.43566,-8.73377
,"Uabubo","Darinau",17700,126.45888,-8.738
,"Uabubo","Samaliurai",17698,126.46007,-8.74013
,"Uabubo","Samalogo",17703,126.43626,-8.72887
,"Uabubo","Uaitahu",17699,126.4625,-8.73889
,"Uaguia","Dassarai",17705,126.40853,-8.76725
,"Uaguia","Dulibuti",17707,126.41086,-8.75888
,"Uaguia","Luhabere",17706,126.41372,-8.75872
,"Uaguia","Uaitutumata",17704,126.40887,-8.7687
,"Uaguia","Uatu Manuruku",17708,126.41313,-8.75683
,"Uai Mori","Lululae",17723,126.35395,-8.85737
,"Uai Mori","Meuai",17720,126.35235,-8.86076
,"Uai Mori","Uaibobo",17722,126.34722,-8.85694
,"Uai Mori","Uatulesu",17721,126.35082,-8.85925
,"Uai Mori","Umabooh",17724,126.34617,-8.85566
,"Uai Mori","Umalirurai",17725,126.35231,-8.85457
,"Uaibobo","Cailoibere",17713,126.47271,-8.60801
,"Uaibobo","Leo",17710,126.47078,-8.65737
,"Uaibobo","Munidailo",17711,126.48275,-8.6483
,"Uaibobo","Sogau",17712,126.48419,-8.64489
,"Uaibobo","Uanisi",17709,126.47315,-8.65838
,"Uailaha","Baru",17718,126.37805,-8.64693
,"Uailaha","Caihurulale",17719,126.39186,-8.64305
,"Uailaha","Caubai",17716,126.40752,-8.64092
,"Uailaha","Luha Oli",17717,126.42051,-8.63521
,"Uailaha","Uailaha",17715,126.39248,-8.63901
,"Uailaha","Uatolia",17714,126.37321,-8.64727
,"Uaiolo","Aca Uatu",17727,126.41501,-8.66133
,"Uaiolo","Daule",17726,126.42355,-8.65543
,"Uaiolo","Luli Bau",17730,126.434,-8.67418
,"Uaiolo","Ualae",17729,126.42458,-8.67008
,"Uaiolo","Uatumissa",17728,126.42423,-8.66471
,"Uaitame","Darabai",17734,126.55548,-8.79983
,"Uaitame","Dinbau",17736,126.55498,-8.79714
,"Uaitame","Fohomano",17735,126.55281,-8.79919
,"Uaitame","Naidala",17732,126.54842,-8.8037
,"Uaitame","Sacbau",17731,126.54583,-8.80359
,"Uaitame","Uaitame",17733,126.55128,-8.80186
,"Uani Uma","Comaoli",17740,126.67828,-8.75537
,"Uani Uma","Kadilale",17738,126.65859,-8.75729
,"Uani Uma","Kapuas",17737,126.65734,-8.75913
,"Uani Uma","Lacoloroho",17743,126.6784,-8.72352
,"Uani Uma","Tanalale",17742,126.68839,-8.75462
,"Uani Uma","Uaniuma",17741,126.68472,-8.75577
,"Uani Uma","Uatucarbau",17739,126.6848,-8.75708
,"Uataco","Ariana",17747,126.41102,-8.63583
,"Uataco","Larameta",17750,126.43111,-8.68045
,"Uataco","Lia Bala",17748,126.42489,-8.63658
,"Uataco","Ossogori",17749,126.43688,-8.63796
,"Uataco","Uaitalobu",17744,126.38244,-8.62891
,"Uataco","Utu Assa",17746,126.38324,-8.63866
,"Uataco","Venilale",17745,126.37949,-8.64043
,"Uatu-Lari","Bahalalae",17751,126.33386,-8.5642
,"Uatu-Lari","Naulale",17753,126.33477,-8.57411
,"Uatu-Lari","Uaiharabo'o",17752,126.33521,-8.56806
,"Uatu-Lari","Uatu-Lari",17754,126.3375,-8.56806
,"Ulmera","Besite",17760,125.45701,-8.57257
,"Ulmera","Cassait",17761,125.46308,-8.5711
,"Ulmera","Gerohata",17757,125.44033,-8.56971
,"Ulmera","Kampungbaru",17759,125.44723,-8.57256
,"Ulmera","Libaloa",17756,125.4375,-8.64722
,"Ulmera","Nasuto",17755,125.45694,-8.62917
,"Ulmera","Palem",17758,125.44525,-8.57409
,"Uma Ana Ico","Quele Boro Uai",17763,126.37901,-8.58567
,"Uma Ana Ico","Uaitunau",17762,126.39028,-8.57778
,"Uma Ana Ico","Umatunau",17764,126.38226,-8.59048
,"Uma Ana Ulu","Bercoli",17767,126.3875,-8.58889
,"Uma Ana Ulu","Betunau",17770,126.38419,-8.59631
,"Uma Ana Ulu","Caihula",17768,126.40629,-8.58849
,"Uma Ana Ulu","Nunu Docu",17766,126.38956,-8.58285
,"Uma Ana Ulu","Osso Gui-Gui",17769,126.41171,-8.58468
,"Uma Ana Ulu","Vinilale",17765,126.38162,-8.58232
,"Uma Berloic","Besusu",17771,125.89583,-9.11389
,"Uma Berloic","Boclaran",17773,125.90254,-9.10389
,"Uma Berloic","Umaberloic",17772,125.89936,-9.1102
,"Uma Boco","Fahikrin",17775,126.0458,-8.97673
,"Uma Boco","Umaboco",17776,126.04685,-8.97564
,"Uma Boco","Wemaubodak",17774,126.05217,-8.98091
,"Uma Naruc","Bahadic",17779,125.88903,-8.59997
,"Uma Naruc","Fahilacor",17778,125.79612,-8.65412
,"Uma Naruc","Matilau",17777,125.81567,-8.65577
,"Uma Quic","Ainauain",17782,126.3657,-8.87977
,"Uma Quic","Bahabunak",17780,126.36921,-8.88104
,"Uma Quic","Bahafau",17785,126.36546,-8.8767
,"Uma Quic","Luwa",17784,126.36649,-8.87808
,"Uma Quic","Makdean",17786,126.369,-8.87764
,"Uma Quic","Maroman",17781,126.36782,-8.88099
,"Uma Quic","Raihun",17783,126.36944,-8.87917
,"Uma Tolu","Aisucunuc",17791,126.225,-8.89028
,"Uma Tolu","Clarecmaruc",17792,126.22015,-8.88263
,"Uma Tolu","Datametan",17789,126.225,-8.89306
,"Uma Tolu","Fahilain",17787,126.22322,-8.89461
,"Uma Tolu","Talioan",17788,126.22154,-8.89291
,"Uma Tolu","Umatolu",17790,126.22183,-8.89143
,"Uma Uain Craic","Caraubalo",17794,126.37524,-8.87216
,"Uma Uain Craic","Hasabut",17796,126.37238,-8.86764
,"Uma Uain Craic","Naibaroc",17793,126.37619,-8.88336
,"Uma Uain Craic","Vessa",17795,126.37326,-8.87111
,"Uma Uain Leten","Biadae",17799,126.509,-8.86528
,"Uma Uain Leten","Fatoalas",17797,126.4908,-8.88076
,"Uma Uain Leten","Lugassa",17798,126.5075,-8.86736
,"Umacaduac","Behau",17809,125.89021,-8.47827
,"Umacaduac","Beheda",17806,125.95224,-8.49429
,"Umacaduac","Beuah",17810,125.91761,-8.48013
,"Umacaduac","Condar",17804,125.96111,-8.53194
,"Umacaduac","Hahihoho",17803,125.92164,-8.55232
,"Umacaduac","Huiali",17807,125.83915,-8.48425
,"Umacaduac","Ilimano",17812,125.85731,-8.47683
,"Umacaduac","Ilimbab",17805,125.9013,-8.52323
,"Umacaduac","Kera",17800,125.86004,-8.55807
,"Umacaduac","Nacaleu",17802,125.92144,-8.55342
,"Umacaduac","Osuun",17811,125.87929,-8.47724
,"Umacaduac","Subau",17808,125.92341,-8.48082
,"Umacaduac","Umanaruk",17801,125.91878,-8.5557
,"Urahou","Caturlau",17819,125.33286,-8.71202
,"Urahou","Dosmagar",17817,125.31949,-8.71867
,"Urahou","Dosmagar Kraik",17820,125.31857,-8.70621
,"Urahou","Hatulialete",17818,125.29726,-8.71689
,"Urahou","Laulema",17814,125.30625,-8.7194
,"Urahou","Manohatu",17815,125.32279,-8.72031
,"Urahou","Raemean",17816,125.33247,-8.71944
,"Urahou","Urahou",17813,125.32617,-8.72365
,"Usi-Tacae","Asabat",17830,124.32738,-9.36974
,"Usi-Tacae","Bambai",17821,124.33492,-9.37824
,"Usi-Tacae","Besemese",17832,124.33805,-9.36911
,"Usi-Tacae","Bitana",17826,124.32152,-9.34285
,"Usi-Tacae","Bono",17837,124.34711,-9.37129
,"Usi-Tacae","Buki",17827,124.3211,-9.35139
,"Usi-Tacae","Hauana",17824,124.32404,-9.32467
,"Usi-Tacae","Hauana",17825,124.32179,-9.33586
,"Usi-Tacae","Kiubatan",17835,124.34362,-9.36774
,"Usi-Tacae","Kuangkiu",17823,124.32778,-9.38333
,"Usi-Tacae","Loel",17838,124.34645,-9.37358
,"Usi-Tacae","Nobeat",17822,124.32542,-9.3875
,"Usi-Tacae","Oebaki",17834,124.34084,-9.36954
,"Usi-Tacae","Oepauk",17829,124.32477,-9.3692
,"Usi-Tacae","Pune",17828,124.31618,-9.36924
,"Usi-Tacae","Sipin",17831,124.33194,-9.37222
,"Usi-Tacae","Tobo",17833,124.339,-9.36688
,"Usi-Tacae","Tuames",17836,124.34532,-9.37047
,"Usi-Taco","Bonak",17839,124.16777,-9.28919
,"Usi-Taco","Bonemeto",17845,124.20311,-9.36389
,"Usi-Taco","Fatunababo",17844,124.2296,-9.35778
,"Usi-Taco","Kuntua",17841,124.21865,-9.33703
,"Usi-Taco","Nitibe",17843,124.22979,-9.34499
,"Usi-Taco","Oamna",17842,124.21295,-9.34989
,"Usi-Taco","Oelbabai",17846,124.23628,-9.35856
,"Usi-Taco","Oelete",17840,124.14167,-9.30139
,"Usi-Taqueno","Kisan",17847,124.32873,-9.40493
,"Usi-Taqueno","Kuatnana",17850,124.34552,-9.42343
,"Usi-Taqueno","Neofmuti",17848,124.35105,-9.41437
,"Usi-Taqueno","Nibin",17849,124.3465,-9.41739
,"Usi-Taqueno","Uetban",17851,124.34367,-9.42642
,"Vatuboro","Fasili",17853,125.11422,-8.65977
,"Vatuboro","Flarsima",17855,125.10796,-8.70052
,"Vatuboro","Gulumanu",17857,125.10417,-8.72917
,"Vatuboro","Kaibair",17862,125.14344,-8.69224
,"Vatuboro","Kelisifu",17852,125.11878,-8.65358
,"Vatuboro","Lepalaka",17864,125.1362,-8.73178
,"Vatuboro","Raiglelu",17861,125.13006,-8.67952
,"Vatuboro","Sabulau",17856,125.11097,-8.70791
,"Vatuboro","Tobau",17854,125.11363,-8.6627
,"Vatuboro","Vatuleurai",17863,125.13019,-8.71668
,"Vatuboro","Vawinana",17859,125.13103,-8.66069
,"Vatuboro","Waupu",17860,125.1375,-8.66944
,"Vatuvou","Bourawe",17879,125.23333,-8.65417
,"Vatuvou","Gariana",17871,125.29195,-8.66897
,"Vatuvou","Hataulete",17866,125.29439,-8.62764
,"Vatuvou","Hatunau",17870,125.28171,-8.6425
,"Vatuvou","Katnaulete",17875,125.29495,-8.62353
,"Vatuvou","Lauclau",17882,125.29354,-8.64979
,"Vatuvou","Lebulema",17876,125.22741,-8.63606
,"Vatuvou","Lisalara",17877,125.22638,-8.64304
,"Vatuvou","Melabua",17880,125.23499,-8.65885
,"Vatuvou","Raeme",17868,125.26465,-8.6389
,"Vatuvou","Raeme",17872,125.26027,-8.60636
,"Vatuvou","Samanaro",17878,125.23961,-8.64359
,"Vatuvou","Tolema",17874,125.2856,-8.62067
,"Vatuvou","Vatunau",17873,125.28969,-8.60455
,"Vatuvou","Vitanau",17867,125.29794,-8.63734
,"Vatuvou","Watubau",17869,125.26259,-8.64984
,"Vaviquinia","Darulara",17887,125.18921,-8.64184
,"Vaviquinia","Delesuvati",17883,125.17222,-8.62917
,"Vaviquinia","Lebumeta",17885,125.18499,-8.63589
,"Vaviquinia","Maubara",17889,125.20468,-8.61244
,"Vaviquinia","Morae",17891,125.17321,-8.61989
,"Vaviquinia","Nunuana",17888,125.19366,-8.64653
,"Vaviquinia","Pabalebu",17884,125.20216,-8.63193
,"Vaviquinia","Pametapu",17886,125.19859,-8.63966
,"Vaviquinia","Vavikinia",17890,125.20729,-8.6148
,"Vemase","Bahamori",17893,126.22892,-8.50822
,"Vemase","Karabela",17898,126.2776,-8.48092
,"Vemase","Lor",17894,126.23677,-8.50405
,"Vemase","Oralan",17892,126.21928,-8.50708
,"Vemase","Raha",17895,126.20259,-8.51554
,"Vemase","Uailacama",17897,126.31412,-8.48898
,"Vemase","Vemase",17896,126.21122,-8.51095
,"Vessoru","Binita",17899,126.63635,-8.77503
,"Vessoru","Burabahae",17904,126.63978,-8.72183
,"Vessoru","Daradobi",17901,126.65327,-8.76665
,"Vessoru","Docoate",17903,126.6343,-8.70374
,"Vessoru","Taradae",17905,126.64025,-8.73515
,"Vessoru","Uaicai",17902,126.61956,-8.69776
,"Vessoru","Vessuro",17900,126.63854,-8.77366
,"Vila Verde","Banderahun",17909,125.56699,-8.56379
,"Vila Verde","Lafandaria",17910,125.56944,-8.56111
,"Vila Verde","Manumeta Rahun",17906,125.56744,-8.56755
,"Vila Verde","Mata Doro",17911,125.56806,-8.55861
,"Vila Verde","Tuanalaran",17907,125.56908,-8.5642
,"Vila Verde","Vila Verde",17912,125.56633,-8.5579
,"Vila Verde","Virdolosa",17908,125.5692,-8.56311
,"Wailili","Afacaimau",17916,126.43314,-8.52667
,"Wailili","Afagua",17917,126.43611,-8.52639
,"Wailili","Alala",17913,126.4388,-8.51428
,"Wailili","Ledatame",17915,126.42639,-8.53056
,"Wailili","Lilouarica",17923,126.47917,-8.55417
,"Wailili","Ossoluga",17919,126.46528,-8.52639
,"Wailili","Tudoula",17921,126.47209,-8.54348
,"Wailili","Uaimanuboe",17920,126.42824,-8.54197
,"Wailili","Uatoua",17925,126.45579,-8.57589
,"Wailili","Uatoue",17924,126.47639,-8.56806
,"Wailili","Uatubala",17918,126.45263,-8.53342
,"Wailili","Uaturau",17914,126.43653,-8.51989
,"Wairoce","Afa",17928,126.83139,-8.50725
,"Wairoce","Ataname",17931,126.83261,-8.50643
,"Wairoce","Borogae",17926,126.83128,-8.51075
,"Wairoce","Ulturo",17930,126.83333,-8.50556
,"Wairoce","Wairoke",17929,126.83121,-8.50571
,"Wairoce","Zefaliu",17927,126.83119,-8.50917
,"Waitame","Laumana",17934,126.58314,-8.61985
,"Waitame","Uaitame",17932,126.5735,-8.58227
,"Waitame","Uaitame",17933,126.57044,-8.58832
,"Watu Dere","Beaco",17936,126.44842,-8.94502
,"Watu Dere","Maluro",17935,126.45034,-8.94672
,"Zulo","Dilukede",17938,125.44599,-9.16185
,"Zulo","Maliseran",17937,125.44222,-9.16558
,"Zulo","Zulokota",17939,125.44948,-9.15391
